a,b,c,d,target
15.2,15.0,0.16,17.5,15.0
5.68,7.0,0.34,5.71,7.0
3.72,5.0,0.27,4.75,3.0
8.89,10.0,0.34,10.0,10.0
4.92,5.0,0.23,5.25,5.0
21.0,20.0,0.1,22.0,26.0
12.4,15.0,0.14,15.33,21.0
7.6,7.0,0.12,9.0,15.0
8.91,20.0,0.25,9.2,13.0
8.2,10.0,0.17,8.2,8.0
13.42,14.0,0.21,14.5,20.0
15.0,20.0,0.13,22.5,20.0
11.85,20.0,0.2,16.25,17.0
7.05,11.0,0.29,10.33,11.0
25.0,25.0,0.06,25.0,25.0
14.0,17.0,0.09,16.0,30.0
9.43,12.0,0.19,12.25,12.0
11.5,15.0,0.15,13.33,15.0
4.17,6.0,0.32,4.71,5.0
6.39,9.0,0.49,7.83,8.0
13.0,20.0,0.12,20.0,20.0
5.88,10.0,0.35,8.0,10.0
14.78,20.0,0.32,12.57,20.0
7.0,7.0,0.16,6.75,10.0
10.76,10.0,0.23,10.0,10.0
10.13,13.0,0.38,12.0,13.0
17.33,25.0,0.56,21.33,48.0
7.2,12.0,0.21,11.0,12.0
4.28,5.0,0.22,5.38,5.0
6.22,12.0,0.31,10.67,12.0
5.25,8.0,0.24,6.2,5.0
6.43,5.0,0.27,5.71,5.0
3.21,5.0,0.32,3.0,3.0
8.11,15.0,0.21,15.0,15.0
7.61,12.0,0.27,10.5,11.0
12.5,15.0,0.09,12.5,15.0
12.2,17.0,0.18,16.0,20.0
9.38,12.0,0.15,10.67,10.0
5.83,5.0,0.16,6.25,5.0
5.31,7.0,0.35,6.0,6.0
5.8,10.0,0.25,8.6,9.0
9.94,15.0,0.25,11.88,12.0
20.0,20.0,0.09,20.0,50.0
3.06,5.0,0.3,3.6,4.0
10.88,15.0,0.16,12.33,10.0
4.35,7.0,0.25,5.29,12.0
11.33,10.0,0.16,11.33,5.0
22.83,23.0,0.14,24.0,23.0
25.0,25.0,0.06,25.0,25.0
11.0,15.0,0.1,15.0,15.0
8.64,12.0,0.21,12.0,15.0
15.0,20.0,0.09,20.0,20.0
6.93,10.0,0.24,9.5,10.0
11.0,12.0,0.15,11.0,19.0
13.33,10.0,0.15,13.33,15.0
10.75,10.0,0.13,10.67,15.0
7.18,9.0,0.3,8.25,10.0
7.94,6.0,0.27,9.25,7.0
8.82,12.0,0.17,9.5,15.0
3.17,3.0,0.35,3.43,3.0
8.54,11.0,0.19,10.0,9.0
5.13,5.0,0.25,5.8,6.0
13.86,20.0,0.14,15.0,10.0
6.83,10.0,0.21,8.0,9.0
3.6,5.0,0.47,5.0,5.0
11.67,13.0,0.16,12.5,10.0
15.0,15.0,0.08,15.0,21.0
7.59,8.0,0.25,9.0,5.0
7.84,3.0,0.38,7.25,7.0
11.4,15.0,0.22,12.11,14.0
12.22,15.0,0.16,18.0,21.0
13.25,20.0,0.13,16.67,20.0
15.0,20.0,0.11,15.0,15.0
8.53,5.0,0.2,12.0,5.0
5.0,5.0,0.21,4.8,5.0
9.08,14.0,0.21,12.5,15.0
5.91,5.0,0.17,9.25,10.0
10.67,18.0,0.17,18.0,20.0
7.5,25.0,0.27,25.0,25.0
12.33,20.0,0.25,16.67,25.0
14.16,22.0,0.24,21.75,20.0
15.4,10.0,0.12,13.0,15.0
5.83,10.0,0.23,6.75,6.0
20.0,20.0,0.07,20.0,10.0
9.85,12.0,0.2,10.67,10.0
15.0,25.0,0.1,18.33,50.0
14.43,16.0,0.21,16.0,25.0
3.82,6.0,0.31,4.0,5.0
10.6,17.0,0.12,16.0,16.0
7.35,10.0,0.38,8.14,10.0
6.36,10.0,0.31,7.5,10.0
12.5,20.0,0.11,12.5,25.0
14.78,10.0,0.13,21.0,15.0
5.5,7.0,0.25,6.0,6.0
6.58,12.0,0.17,10.5,13.0
8.43,10.0,0.19,9.25,8.0
6.2,6.0,0.25,8.5,7.0
7.09,6.0,0.23,7.5,10.0
9.5,16.0,0.12,13.0,22.0
7.52,10.0,0.46,10.0,10.0
9.1,15.0,0.28,15.0,15.0
7.71,17.0,0.18,16.0,5.0
5.44,8.0,0.31,6.5,7.0
11.5,3.0,0.15,11.5,5.0
5.0,5.0,0.22,5.0,5.0
10.38,25.0,0.22,20.0,20.0
5.09,5.0,0.35,5.0,5.0
7.75,5.0,0.17,8.33,15.0
15.0,15.0,0.09,15.0,10.0
13.1,25.0,0.14,17.5,10.0
11.4,12.0,0.19,11.75,11.0
6.38,10.0,0.33,10.0,10.0
9.4,10.0,0.21,9.4,10.0
13.8,10.0,0.19,12.5,10.0
5.95,10.0,0.51,8.5,10.0
3.52,6.0,0.41,6.0,6.0
16.5,18.0,0.11,18.67,25.0
20.0,20.0,0.08,20.0,20.0
11.1,12.0,0.25,12.33,11.0
7.2,8.0,0.18,7.2,7.0
7.2,10.0,0.19,7.2,11.0
6.86,6.0,0.36,7.57,13.0
12.71,16.0,0.13,16.0,20.0
10.95,20.0,0.16,19.0,20.0
4.86,3.0,0.23,5.0,7.0
10.55,15.0,0.33,10.0,10.0
6.33,10.0,0.21,10.0,10.0
10.75,16.0,0.22,18.0,20.0
4.8,5.0,0.21,7.0,6.0
6.26,8.0,0.26,8.6,9.0
5.13,5.0,0.6,6.2,10.0
8.0,14.0,0.19,13.0,20.0
8.0,20.0,0.25,12.0,15.0
8.0,7.0,0.17,8.0,5.0
5.12,5.0,0.33,5.33,5.0
23.33,25.0,0.07,25.0,25.0
5.0,5.0,0.34,5.0,5.0
9.0,14.0,0.2,12.0,15.0
5.17,6.0,0.25,5.4,7.0
11.1,12.0,0.22,11.83,25.0
7.9,15.0,0.16,15.0,5.0
10.96,10.0,0.21,10.5,15.0
5.33,5.0,0.49,5.44,5.0
20.0,20.0,0.09,20.0,10.0
9.93,14.0,0.14,10.0,15.0
12.33,14.0,0.13,13.0,15.0
9.89,16.0,0.17,14.67,20.0
9.4,15.0,0.11,14.0,15.0
6.56,8.0,0.33,6.38,5.0
25.0,25.0,0.06,25.0,20.0
11.58,15.0,0.23,14.88,20.0
17.5,25.0,0.07,17.5,25.0
8.71,11.0,0.24,10.5,5.0
10.65,10.0,0.31,10.0,5.0
13.0,10.0,0.12,16.0,25.0
13.0,16.0,0.1,15.0,22.0
10.73,21.0,0.18,18.0,21.0
20.0,20.0,0.07,20.0,20.0
22.29,35.0,0.14,30.0,30.0
5.71,6.0,0.23,6.17,6.0
13.0,16.0,0.1,13.0,20.0
11.29,20.0,0.15,15.0,30.0
7.54,6.0,0.25,9.0,10.0
15.0,20.0,0.08,15.0,20.0
9.5,20.0,0.12,11.67,20.0
20.0,20.0,0.08,20.0,10.0
14.0,25.0,0.09,20.0,40.0
8.79,5.0,0.36,5.0,5.0
11.2,12.0,0.22,11.2,17.0
7.0,10.0,0.21,7.75,10.0
14.1,15.0,0.28,15.25,21.0
10.0,15.0,0.1,10.0,15.0
12.5,20.0,0.09,12.5,10.0
10.08,10.0,0.19,14.33,11.0
15.67,19.0,0.12,15.0,20.0
4.58,4.0,0.39,5.6,6.0
17.5,20.0,0.08,12.5,10.0
11.14,16.0,0.14,15.0,15.0
7.53,10.0,0.23,10.0,5.0
15.0,20.0,0.09,15.0,10.0
20.0,20.0,0.06,20.0,20.0
12.32,15.0,0.23,13.29,12.0
8.43,4.0,0.15,10.67,8.0
13.78,35.0,0.21,32.5,35.0
14.0,20.0,0.13,20.0,10.0
7.31,10.0,0.22,10.0,10.0
6.75,3.0,0.36,7.83,5.0
3.94,5.0,0.49,5.0,5.0
3.95,6.0,0.29,4.17,5.0
8.2,10.0,0.15,9.0,9.0
25.0,25.0,0.15,27.5,20.0
6.25,10.0,0.17,5.0,6.0
30.0,35.0,0.07,35.0,40.0
9.29,23.0,0.19,22.0,23.0
16.0,17.0,0.08,16.0,17.0
10.0,15.0,0.12,10.0,12.0
10.46,10.0,0.19,13.5,25.0
9.8,16.0,0.11,16.0,20.0
9.26,10.0,0.35,12.25,14.0
11.5,15.0,0.1,15.0,21.0
14.0,22.0,0.12,16.0,25.0
15.0,15.0,0.09,15.0,20.0
27.09,20.0,0.36,25.17,25.0
8.25,15.0,0.11,12.5,15.0
10.13,10.0,0.21,15.0,16.0
17.31,28.0,0.22,26.8,20.0
12.21,10.0,0.21,10.4,10.0
9.83,12.0,0.17,11.0,15.0
6.93,10.0,0.21,8.5,10.0
4.22,6.0,0.56,5.2,10.0
12.75,20.0,0.15,20.0,25.0
7.94,10.0,0.25,10.0,10.0
25.0,25.0,0.06,25.0,20.0
13.0,15.0,0.19,16.67,20.0
14.0,12.0,0.1,11.0,15.0
16.71,25.0,0.13,21.67,22.0
5.8,7.0,0.18,5.8,6.0
23.0,25.0,0.16,23.0,30.0
15.0,20.0,0.1,15.0,21.0
15.0,10.0,0.07,15.0,25.0
15.0,20.0,0.1,15.0,15.0
15.0,15.0,0.11,15.0,15.0
20.0,20.0,0.07,20.0,20.0
7.08,14.0,0.23,12.67,15.0
4.5,4.0,0.24,4.5,5.0
15.38,10.0,0.33,10.0,10.0
12.5,15.0,0.07,15.0,21.0
4.55,15.0,0.35,12.5,5.0
8.82,8.0,0.39,8.6,10.0
6.0,15.0,0.17,10.0,5.0
11.25,20.0,0.11,20.0,15.0
7.88,12.0,0.22,10.4,10.0
16.29,25.0,0.21,21.17,20.0
8.5,11.0,0.17,8.5,9.0
15.48,10.0,0.37,19.0,12.0
5.09,5.0,0.33,5.0,5.0
11.5,10.0,0.09,15.0,10.0
8.25,10.0,0.18,10.0,10.0
8.6,15.0,0.12,15.0,15.0
10.5,10.0,0.24,10.0,10.0
14.22,10.0,0.14,12.5,20.0
8.22,9.0,0.39,9.44,8.0
3.16,5.0,0.62,4.0,3.0
18.33,20.0,0.16,20.0,20.0
17.31,15.0,0.23,18.62,10.0
15.33,21.0,0.27,16.0,20.0
12.57,21.0,0.24,17.8,20.0
14.92,15.0,0.18,25.0,10.0
9.0,12.0,0.13,12.33,5.0
5.2,7.0,0.25,5.2,9.0
8.29,7.0,0.38,10.31,10.0
19.31,20.0,0.15,19.67,20.0
5.61,10.0,0.45,5.5,10.0
20.0,20.0,0.07,20.0,20.0
13.78,12.0,0.15,11.0,25.0
12.0,10.0,0.13,12.5,20.0
11.75,20.0,0.11,20.0,20.0
14.44,16.0,0.17,16.0,15.0
35.0,50.0,0.09,50.0,50.0
19.67,15.0,0.22,19.0,23.0
22.5,25.0,0.1,30.0,35.0
15.0,15.0,0.09,15.0,20.0
15.0,15.0,0.08,15.0,15.0
7.67,11.0,0.19,7.67,11.0
11.25,20.0,0.11,17.5,20.0
7.97,13.0,0.33,11.75,13.0
8.0,11.0,0.17,9.67,9.0
10.92,10.0,0.26,10.0,15.0
20.0,20.0,0.08,20.0,5.0
4.71,8.0,0.22,6.0,13.0
8.88,11.0,0.14,11.25,11.0
12.5,15.0,0.12,12.5,20.0
6.36,6.0,0.19,7.67,7.0
5.35,5.0,0.47,6.57,5.0
8.0,11.0,0.28,11.5,11.0
5.0,6.0,0.29,5.29,3.0
7.5,10.0,0.22,9.25,10.0
8.33,15.0,0.12,10.0,15.0
12.5,15.0,0.12,15.0,15.0
7.22,10.0,0.2,7.0,13.0
10.5,12.0,0.15,10.5,10.0
15.46,31.0,0.42,25.67,25.0
8.33,10.0,0.16,7.5,10.0
9.8,15.0,0.15,10.5,11.0
8.88,10.0,0.38,11.17,15.0
9.86,15.0,0.16,12.33,15.0
12.67,10.0,0.15,12.5,12.0
7.11,8.0,0.23,8.17,8.0
4.04,15.0,0.4,5.0,10.0
12.5,15.0,0.09,12.5,25.0
12.5,15.0,0.07,15.0,10.0
9.0,15.0,0.17,13.0,15.0
9.8,15.0,0.15,15.0,15.0
16.4,20.0,0.12,20.0,20.0
9.17,15.0,0.15,11.5,15.0
5.21,5.0,0.39,5.64,5.0
14.0,20.0,0.16,18.33,20.0
9.17,15.0,0.32,15.0,15.0
4.35,5.0,0.48,8.33,5.0
10.31,16.0,0.22,15.67,20.0
15.83,25.0,0.12,15.0,20.0
25.0,25.0,0.06,25.0,25.0
8.33,6.0,0.2,10.5,10.0
8.67,15.0,0.12,15.0,15.0
23.0,23.0,0.07,23.0,23.0
12.38,16.0,0.13,15.5,16.0
5.0,5.0,0.32,5.57,5.0
10.36,10.0,0.19,14.0,14.0
15.33,20.0,0.16,19.0,20.0
15.0,15.0,0.21,15.0,15.0
12.67,15.0,0.19,13.67,20.0
11.0,15.0,0.25,14.0,25.0
9.41,20.0,0.36,11.8,20.0
9.0,11.0,0.26,10.0,10.0
13.0,20.0,0.1,13.0,20.0
15.0,15.0,0.07,15.0,15.0
15.0,15.0,0.08,15.0,21.0
8.67,14.0,0.39,9.78,9.0
9.69,10.0,0.21,14.0,5.0
8.76,12.0,0.7,11.0,18.0
5.0,6.0,0.27,3.88,4.0
5.4,7.0,0.27,5.57,6.0
7.7,10.0,0.29,9.0,10.0
11.62,14.0,0.18,14.0,10.0
10.33,15.0,0.16,12.5,19.0
7.0,10.0,0.25,7.6,7.0
15.0,15.0,0.07,15.0,25.0
18.75,50.0,0.15,30.0,20.0
15.35,25.0,0.27,25.0,25.0
16.4,20.0,0.1,20.0,25.0
10.0,15.0,0.09,15.0,21.0
4.5,6.0,0.4,4.67,6.0
20.0,20.0,0.06,20.0,15.0
6.12,5.0,0.17,8.33,10.0
80.0,80.0,0.06,80.0,50.0
18.5,22.0,0.11,22.33,28.0
13.74,15.0,0.41,19.11,20.0
11.0,15.0,0.12,13.5,10.0
21.17,30.0,0.1,30.0,5.0
12.5,20.0,0.1,12.5,20.0
5.83,5.0,0.28,5.4,5.0
2.76,2.0,0.49,4.0,3.0
18.0,31.0,0.18,23.25,20.0
8.0,12.0,0.22,11.33,10.0
16.5,26.0,0.11,22.67,50.0
9.14,20.0,0.13,16.0,25.0
15.0,15.0,0.08,15.0,21.0
8.94,12.0,0.23,12.5,12.0
4.5,6.0,0.29,5.5,7.0
9.0,6.0,0.13,13.0,10.0
9.6,6.0,0.17,10.5,10.0
5.95,5.0,0.32,8.6,9.0
24.29,25.0,0.12,26.67,25.0
10.41,40.0,0.3,20.0,50.0
19.25,23.0,0.12,21.0,25.0
5.3,7.0,0.62,5.83,11.0
18.6,5.0,0.18,29.2,10.0
5.0,5.0,0.23,5.33,5.0
15.56,15.0,0.15,15.0,15.0
14.89,24.0,0.17,20.0,38.0
7.45,8.0,0.19,8.67,9.0
9.11,15.0,0.16,15.0,10.0
25.0,25.0,0.07,25.0,25.0
22.5,30.0,0.11,30.0,25.0
10.25,16.0,0.13,8.33,20.0
9.67,20.0,0.17,15.0,10.0
13.38,20.0,0.25,14.29,10.0
10.89,15.0,0.12,15.0,10.0
9.89,16.0,0.16,15.33,16.0
12.0,15.0,0.13,15.0,25.0
6.27,15.0,0.2,11.5,20.0
9.09,13.0,0.21,11.2,11.0
17.8,27.0,0.49,22.69,20.0
9.73,15.0,0.23,14.0,15.0
14.69,25.0,0.15,25.0,20.0
10.17,9.0,0.24,10.17,11.0
8.0,5.0,0.16,8.0,5.0
7.0,6.0,0.19,7.25,10.0
10.5,15.0,0.14,15.0,15.0
10.36,15.0,0.25,15.0,15.0
7.5,20.0,0.2,8.33,5.0
12.0,19.0,0.11,15.0,25.0
13.33,20.0,0.14,16.67,10.0
4.4,10.0,0.42,4.78,5.0
12.22,15.0,0.17,15.0,12.0
3.25,5.0,0.34,4.0,7.0
16.45,18.0,0.31,18.71,20.0
14.0,20.0,0.11,18.33,20.0
12.89,25.0,0.25,16.17,20.0
15.0,15.0,0.08,15.0,10.0
10.0,15.0,0.1,10.0,15.0
12.76,250.0,0.36,64.25,200.0
8.0,7.0,0.16,8.0,10.0
12.5,20.0,0.09,12.5,5.0
6.5,5.0,0.37,7.5,10.0
21.72,6.0,0.28,24.0,25.0
4.43,3.0,0.41,3.4,5.0
10.56,17.0,0.19,17.0,17.0
13.0,15.0,0.21,13.33,12.0
6.92,9.0,0.29,7.5,10.0
12.43,14.0,0.15,13.5,14.0
8.27,10.0,0.33,8.67,10.0
6.12,6.0,0.4,6.33,6.0
11.0,12.0,0.23,14.0,12.0
20.0,20.0,0.07,20.0,20.0
9.0,15.0,0.09,11.0,15.0
14.25,21.0,0.18,21.0,26.0
26.44,27.0,0.18,27.0,20.0
14.6,17.0,0.13,17.0,19.0
7.63,10.0,0.3,10.0,5.0
30.75,36.0,0.1,36.0,51.0
12.25,15.0,0.1,15.0,25.0
14.88,25.0,0.12,25.0,25.0
9.5,14.0,0.2,14.0,10.0
13.0,17.0,0.11,14.25,12.5
5.69,5.0,0.24,7.0,10.0
12.33,20.0,0.13,20.0,25.0
12.2,20.0,0.11,20.0,20.0
25.0,25.0,0.06,25.0,25.0
9.75,13.0,0.24,11.12,14.0
7.67,14.0,0.2,13.0,14.0
19.6,20.0,0.12,18.67,30.0
15.0,15.0,0.07,15.0,25.0
20.0,20.0,0.07,20.0,20.0
8.0,10.0,0.16,10.0,10.0
8.97,5.0,0.3,6.67,10.0
12.0,16.0,0.12,12.0,20.0
11.25,24.0,0.14,17.0,24.0
10.0,15.0,0.17,15.0,15.0
33.0,70.0,0.16,55.0,30.0
20.78,30.0,0.13,27.5,25.0
12.86,15.0,0.18,12.5,12.0
11.67,20.0,0.09,11.67,15.0
12.31,30.0,0.18,16.67,20.0
7.67,10.0,0.17,8.75,15.0
2.97,5.0,0.56,2.0,3.0
11.22,15.0,0.16,14.0,14.0
10.0,15.0,0.1,15.0,20.0
8.39,10.0,0.22,10.0,10.0
23.67,32.0,0.1,31.0,50.0
12.0,20.0,0.15,15.0,30.0
9.41,10.0,0.25,10.0,10.0
13.0,16.0,0.09,13.0,5.0
7.5,10.0,0.17,7.5,9.0
7.64,12.0,0.34,11.0,10.0
7.94,6.0,0.25,9.83,9.0
6.59,9.0,0.39,7.12,7.0
7.88,6.0,0.23,8.4,10.0
15.0,15.0,0.08,15.0,15.0
11.67,15.0,0.11,11.67,15.0
10.07,17.0,0.23,14.83,16.0
15.0,20.0,0.08,15.0,20.0
20.94,25.0,0.25,20.29,21.0
15.0,15.0,0.08,15.0,15.0
25.0,25.0,0.08,25.0,30.0
6.25,10.0,0.16,6.25,10.0
7.71,12.0,0.21,12.33,14.0
9.86,16.0,0.44,14.0,15.0
15.92,15.0,0.18,18.0,15.0
16.67,20.0,0.17,19.0,20.0
20.0,20.0,0.09,20.0,20.0
8.92,6.0,0.23,10.6,13.0
5.58,12.0,0.27,12.0,12.0
15.0,15.0,0.08,15.0,21.0
8.75,5.0,0.11,8.33,10.0
25.0,35.0,0.09,25.0,30.0
9.38,15.0,0.14,14.0,15.0
8.35,6.0,0.19,11.0,11.0
17.0,20.0,0.1,20.0,30.0
11.14,18.0,0.13,18.0,10.0
10.71,17.0,0.24,15.67,17.0
5.53,9.0,0.27,8.0,8.0
5.44,10.0,0.24,10.0,10.0
4.28,11.0,0.29,8.0,25.0
4.27,6.0,0.51,6.0,5.0
14.75,17.0,0.42,16.0,16.0
15.0,20.0,0.12,15.0,25.0
37.2,18.0,0.07,0.0,10.0
5.79,9.0,0.24,7.83,15.0
5.17,5.0,0.23,5.0,5.0
8.5,15.0,0.11,13.0,5.0
9.73,15.0,0.18,13.67,15.0
8.08,10.0,0.39,8.67,10.0
7.5,8.0,0.19,8.0,8.0
14.25,20.0,0.12,14.25,19.0
15.0,15.0,0.08,0.0,21.0
10.19,16.0,0.2,14.0,15.0
6.5,10.0,0.33,8.83,10.0
21.17,20.0,0.1,20.0,15.0
7.67,15.0,0.17,13.0,5.0
9.33,16.0,0.11,16.0,10.0
7.83,11.0,0.19,10.33,15.0
6.67,5.0,0.15,6.67,3.0
17.0,19.0,0.17,16.75,19.0
18.75,25.0,0.13,15.0,25.0
6.82,8.0,0.35,8.6,16.0
35.0,30.0,0.07,35.0,50.0
6.67,10.0,0.14,6.67,10.0
25.0,25.0,0.05,25.0,30.0
7.0,10.0,0.22,10.8,12.0
5.45,5.0,0.3,5.0,5.0
15.56,30.0,0.16,23.33,50.0
9.36,10.0,0.18,11.8,5.0
11.08,13.0,0.25,11.5,11.0
12.6,20.0,0.1,20.0,20.0
7.64,8.0,0.2,8.6,11.0
12.5,14.0,0.16,12.5,15.0
6.91,10.0,0.25,8.5,8.0
20.0,25.0,0.07,25.0,35.0
6.65,25.0,0.45,25.0,25.0
8.2,14.0,0.22,11.6,5.0
15.0,15.0,0.08,15.0,10.0
3.18,3.0,0.42,3.4,3.0
10.36,16.0,0.2,14.67,10.0
18.57,30.0,0.12,30.0,50.0
5.86,4.0,0.55,4.7,6.0
11.57,15.0,0.13,15.0,15.0
6.75,8.0,0.19,8.4,15.0
11.92,18.0,0.18,18.0,20.0
7.6,13.0,0.24,13.0,15.0
15.0,15.0,0.08,15.0,21.0
6.83,8.0,0.2,7.0,10.0
9.89,10.0,0.18,11.67,11.0
9.62,15.0,0.15,13.5,17.0
10.33,15.0,0.1,13.0,15.0
7.17,11.0,0.28,9.67,10.0
3.08,3.0,0.37,3.12,3.0
9.0,6.0,0.18,10.75,10.0
14.5,6.0,0.13,23.0,6.0
11.5,15.0,0.12,13.0,20.0
3.7,3.0,0.47,4.5,4.0
25.83,50.0,0.14,17.5,25.0
12.3,16.0,0.18,16.0,16.0
15.83,25.0,0.14,20.0,30.0
6.07,10.0,0.38,6.33,7.0
14.0,17.0,0.11,14.0,16.0
9.92,10.0,0.64,10.75,10.0
8.57,0.0,0.25,8.33,10.0
12.5,15.0,0.07,12.5,21.0
7.32,10.0,0.33,10.0,10.0
12.5,5.0,0.1,12.5,10.0
5.22,7.0,0.47,5.5,5.0
18.0,18.0,0.08,18.0,24.0
20.0,15.0,0.1,20.0,25.0
9.75,11.0,0.15,11.0,13.0
9.59,27.0,0.35,24.33,20.0
15.0,15.0,0.07,15.0,15.0
5.38,5.0,0.4,5.17,5.0
8.8,10.0,0.18,11.33,10.0
11.43,17.0,0.24,17.0,10.0
15.0,15.0,0.07,15.0,20.0
53.86,100.0,0.09,75.5,101.0
18.33,25.0,0.2,25.0,25.0
8.92,15.0,0.21,14.33,5.0
6.4,10.0,0.16,6.75,10.0
22.0,30.0,0.14,25.0,27.0
5.07,5.0,0.26,6.0,5.0
9.31,15.0,0.32,9.64,12.0
15.3,20.0,0.18,17.0,20.0
8.92,12.0,0.19,11.0,11.0
5.92,6.0,0.19,6.29,2.0
9.82,25.0,0.16,22.5,10.0
5.86,5.0,0.21,5.0,5.0
5.06,5.0,0.22,5.0,5.0
7.55,3.0,0.17,9.25,6.0
7.6,10.0,0.17,7.6,10.0
9.14,15.0,0.14,15.0,21.0
23.75,25.0,0.12,25.0,25.0
18.2,30.0,0.12,25.0,27.0
4.94,12.0,0.27,6.75,10.0
15.0,15.0,0.09,15.0,21.0
12.33,0.0,0.14,18.0,21.0
11.78,30.0,0.19,18.0,25.0
18.75,20.0,0.11,21.67,25.0
9.47,10.0,0.58,10.75,10.0
27.5,30.0,0.1,27.5,30.0
3.0,5.0,0.53,4.25,4.0
3.73,6.0,0.8,5.17,4.0
13.0,16.0,0.09,13.0,5.0
14.0,10.0,0.26,0.0,10.0
7.08,3.0,0.2,12.0,13.0
20.0,20.0,0.07,20.0,20.0
15.0,10.0,0.09,17.5,15.0
7.2,15.0,0.2,9.4,5.0
12.0,20.0,0.18,13.75,10.0
10.86,15.0,0.15,15.0,15.0
15.0,20.0,0.08,20.0,20.0
7.61,10.0,0.27,10.0,10.0
7.94,10.0,0.33,10.0,10.0
10.29,10.0,0.37,12.5,19.0
10.31,10.0,0.27,13.25,12.0
9.19,12.0,0.29,10.5,12.0
10.0,15.0,0.11,12.5,10.0
10.32,10.0,0.22,10.33,10.0
5.33,7.0,0.27,5.33,6.0
4.45,2.0,0.38,5.0,3.0
4.0,5.0,0.33,4.8,5.0
15.0,15.0,0.1,15.0,21.0
6.53,3.0,0.38,7.86,12.5
17.5,20.0,0.1,17.5,15.0
4.5,5.0,0.25,4.6,5.0
10.0,15.0,0.12,15.0,15.0
11.95,14.0,0.28,12.0,20.0
6.64,7.0,0.24,9.33,10.0
13.5,20.0,0.1,20.0,10.0
6.55,7.0,0.23,8.17,4.0
5.5,5.0,0.31,5.0,10.0
15.0,20.0,0.19,18.25,10.0
8.21,11.0,0.26,10.33,12.0
6.25,8.0,0.24,6.6,10.0
5.4,7.0,0.2,5.25,6.0
19.17,25.0,0.1,22.5,35.0
5.62,7.0,0.31,6.25,8.0
9.91,15.0,0.28,12.0,10.0
11.67,17.0,0.12,16.0,17.0
10.67,17.0,0.1,13.5,21.0
9.4,12.0,0.23,10.8,10.0
10.43,10.0,0.22,10.0,10.0
10.0,15.0,0.1,12.5,10.0
5.44,10.0,0.26,10.0,10.0
9.67,16.0,0.21,12.8,10.0
6.42,10.0,0.19,7.33,7.0
20.0,20.0,0.07,20.0,5.0
4.61,5.0,0.49,5.0,5.0
13.33,20.0,0.13,16.5,20.0
7.93,10.0,0.26,7.67,10.0
5.33,5.0,0.32,5.57,5.0
5.0,7.0,0.27,5.67,7.0
15.58,25.0,0.22,25.0,25.0
12.0,13.0,0.17,12.0,14.0
5.5,8.0,0.26,6.6,13.0
8.31,10.0,0.22,10.0,10.0
9.67,17.0,0.09,12.0,25.0
15.33,20.0,0.09,18.0,20.0
4.59,7.0,0.26,5.4,5.0
4.02,5.0,0.37,6.2,10.0
20.0,10.0,0.13,20.0,20.0
18.0,18.0,0.08,18.0,10.0
3.86,5.0,0.23,3.86,4.0
11.0,20.0,0.11,14.5,20.0
17.54,20.0,0.17,20.0,10.0
5.29,6.0,0.25,6.2,5.0
4.24,6.0,0.54,5.75,8.0
8.3,12.0,0.17,12.0,10.0
11.4,15.0,0.12,14.0,15.0
9.38,12.0,0.14,10.67,12.0
8.33,10.0,0.28,9.5,5.0
11.55,17.0,0.17,17.0,10.0
27.5,30.0,0.08,27.5,100.0
21.35,25.0,0.71,25.0,15.0
10.0,15.0,0.11,12.5,19.0
4.9,5.0,0.29,5.0,7.0
4.75,5.0,0.26,4.78,5.0
3.29,3.0,0.58,3.86,3.0
13.54,16.0,0.24,16.29,20.0
6.8,10.0,0.22,8.6,10.0
19.0,25.0,0.08,25.0,25.0
5.55,10.0,0.28,8.33,5.0
11.9,15.0,0.32,20.75,21.0
4.41,5.0,0.31,5.0,5.0
13.0,20.0,0.19,20.0,15.0
9.5,12.0,0.22,11.33,30.0
10.45,20.0,0.18,18.33,10.0
19.17,20.0,0.16,21.25,25.0
2.64,2.0,0.62,3.12,3.0
17.5,20.0,0.08,20.0,35.0
12.22,15.0,0.14,12.5,15.0
20.0,20.0,0.07,20.0,20.0
11.19,10.0,0.27,14.4,13.0
10.5,20.0,0.15,14.0,10.0
4.88,5.0,0.28,4.86,5.0
19.29,25.0,0.11,25.0,25.0
15.86,15.0,0.2,14.0,15.0
6.67,8.0,0.26,6.88,10.0
16.0,20.0,0.14,20.0,25.0
6.43,5.0,0.13,8.33,15.0
7.1,15.0,0.24,11.5,15.0
8.78,10.0,0.25,10.0,7.0
19.0,25.0,0.14,21.67,25.0
9.67,15.0,0.14,9.67,16.0
5.6,7.0,0.39,5.62,7.0
7.2,10.0,0.35,8.67,8.0
3.82,5.0,0.46,5.0,5.0
25.0,25.0,0.08,25.0,25.0
25.0,25.0,0.07,25.0,10.0
4.43,5.0,0.23,5.0,2.0
3.22,3.0,0.36,3.17,3.0
7.55,9.0,0.33,8.83,8.0
15.0,15.0,0.07,15.0,15.0
17.5,30.0,0.12,25.0,25.0
5.56,7.0,0.25,8.25,5.0
15.0,20.0,0.1,15.0,20.0
9.8,12.0,0.15,10.67,13.0
13.57,25.0,0.11,25.0,10.0
10.5,10.0,0.2,10.0,10.0
4.5,10.0,0.19,4.75,25.0
6.75,7.0,0.17,6.75,9.0
13.73,20.0,0.2,18.5,20.0
10.0,10.0,0.12,10.0,20.0
